Transaction ID,Date,City,Branch,Shop Name,Product ID,Product Category,Unit Price,Qty Sold,Revenue,Profit,Weekday,Year,Month
CUS6066,45025,Chicago,Michigan Avenue,Loop Latte Lounge,SKT001,Tea Beverages,2.5,2,5,1.75,Sun,2023,Apr
CUS6067,44332,Los Angeles,Venice Beach,Beach Cafe,SPC001,Sandwiches ,3.75,1,3.75,1.3125,Sun,2021,May
CUS6068,44463,Los Angeles,Hollywood Hills,Hills Cafe,COF001,Desserts,3.5,2,7,2.45,Fri,2021,Sep
CUS6069,44408,Austin,Central Park,Delight Café,SND001,Snacks,3,1,3,1.05,Sat,2021,Jul
CUS6070,44521,New York,Central Park,C P Coffee ,SND001,Desserts,3.5,1,3.5,1.225,Sun,2021,Nov
CUS6071,44846,Los Angeles,Hollywood Hills,Hills Cafe,SKT001,Coffee Beverages,2.5,1,2.5,0.875,Wed,2022,Oct
CUS6072,44741,Seattle,Pike Place,Perk Café,DES001,Desserts,3.25,1,3.25,1.1375,Wed,2022,Jun
CUS6073,44686,Los Angeles,Hollywood Hills,Hills Cafe,SPC001,Cold Drinks,2,2,4,1.4,Thu,2022,May
CUS6074,44465,Austin,Central Park,Delight Café,SND001,Desserts,2.5,2,5,1.75,Sun,2021,Sep
CUS6075,44526,Los Angeles,Venice Beach,Beach Cafe,TEA001,Sandwiches ,2.5,2,5,1.75,Fri,2021,Nov
CUS6076,45211,Seattle,Capitol Hill,Brew Cafe,SKT001,Sandwiches ,3.5,1,3.5,1.225,Thu,2023,Oct
CUS6077,45166,Austin,Central Park,Suburban Sip Spot,SPC001,Tea Beverages,3,2,6,2.1,Mon,2023,Aug
CUS6078,44513,Chicago,Madison Street,Park Brew,SKT001,Coffee Beverages,3.5,1,3.5,1.225,Sat,2021,Nov
CUS6079,44674,Los Angeles,Hollywood Hills,Hills Cafe,TEA001,Sandwiches ,3,1,3,1.05,Sat,2022,Apr
CUS6080,44271,Chicago,Madison Street,Park Roaste,SKT001,Coffee Beverages,3.75,1,3.75,1.3125,Tue,2021,Mar
CUS6081,44301,Seattle,Pike Place,Perk Café,CLD001,Cold Drinks,3.75,1,3.75,1.3125,Thu,2021,Apr
CUS6082,44739,New York,Central Park,TSQ Brew,SKT001,Cold Drinks,4,2,8,2.8,Mon,2022,Jun
CUS6083,44644,Los Angeles,Venice Beach,Beach Cafe,TEA001,Snacks,3.1,2,6.2,2.17,Thu,2022,Mar
CUS6084,45064,New York,Brooklyn,Sip & Savor,CLD001,Desserts,3.75,1,3.75,1.3125,Thu,2023,May
CUS6085,45068,Chicago,Madison Street,Park Brew,SKT001,Sandwiches ,3,1,3,1.05,Mon,2023,May
CUS6086,44918,Chicago,Michigan Avenue,Loop Latte Lounge,SPC001,Cold Drinks,2.5,1,2.5,0.875,Fri,2022,Dec
CUS6087,45109,New York,Brooklyn,Beanery,COF001,Snacks,2.2,2,4.4,1.54,Sun,2023,Jul
CUS6088,44266,Chicago,Madison Street,Park Roaste,COF001,Tea Beverages,3.75,1,3.75,1.3125,Thu,2021,Mar
CUS6089,44512,Los Angeles,Capitol Hill,Espresso,SKT001,Specialty Drinks,3,1,3,1.05,Fri,2021,Nov
CUS6090,45144,New York,Brooklyn,Beanery,TEA001,Desserts,2.55,2,5.1,1.785,Sun,2023,Aug
CUS6091,44996,Seattle,Pike Place,Perk Café,DES001,Cold Drinks,3.75,1,3.75,1.3125,Sat,2023,Mar
CUS6092,44896,Los Angeles,Capitol Hill,Espresso,SKT001,Desserts,2.5,1,2.5,0.875,Thu,2022,Dec
CUS6093,44668,New York,Brooklyn,Beanery,DES001,Tea Beverages,2.5,2,5,1.75,Sun,2022,Apr
CUS6094,44321,Los Angeles,Venice Beach,Coffee House,TEA001,Sandwiches ,2,2,4,1.4,Wed,2021,May
CUS6095,45159,Austin,Zilker Park,Lakeside Brew ,SND001,Desserts,2.5,2,5,1.75,Mon,2023,Aug
CUS6096,44936,New York,Brooklyn,Sip & Savor,COF001,Cold Drinks,4.75,1,4.75,1.6625,Tue,2023,Jan
CUS6097,44680,Seattle,Capitol Hill,Brew Cafe,TEA001,Tea Beverages,2.5,2,5,1.75,Fri,2022,Apr
CUS6098,44398,Austin,Central Park,Delight Café,CLD001,Specialty Drinks,3.5,1,3.5,1.225,Wed,2021,Jul
CUS6099,44800,New York,Brooklyn,Sip & Savor,SPC001,Sandwiches ,2,2,4,1.4,Sat,2022,Aug
CUS6100,44947,Austin,Zilker Park,Lakeside Brew ,DES001,Tea Beverages,3.25,1,3.25,1.1375,Sat,2023,Jan
CUS6101,45193,Seattle,Pike Place,Perk Café,SPC001,Cold Drinks,2.5,1,2.5,0.875,Sun,2023,Sep
CUS6102,44202,Seattle,Capitol Hill,Brew Cafe,SND001,Specialty Drinks,2.2,1,2.2,0.77,Wed,2021,Jan
CUS6103,44891,New York,Central Park,TSQ Brew,CLD001,Tea Beverages,3.75,1,3.75,1.3125,Sat,2022,Nov
CUS6104,44648,New York,Central Park,C P Coffee ,SKT001,Specialty Drinks,3,1,3,1.05,Mon,2022,Mar
CUS6105,44773,Los Angeles,Venice Beach,Coffee House,COF001,Sandwiches ,4.5,1,4.5,1.575,Sun,2022,Jul
CUS6106,44627,Los Angeles,Venice Beach,Coffee House,CLD001,Snacks,3.5,1,3.5,1.225,Mon,2022,Mar
CUS6107,44940,New York,Central Park,C P Coffee ,SKT001,Cold Drinks,2.45,1,2.45,0.8575,Sat,2023,Jan
CUS6108,44326,New York,Brooklyn,Sip & Savor,TEA001,Tea Beverages,3.5,1,3.5,1.225,Mon,2021,May
CUS6109,44760,Chicago,Michigan Avenue,Loop Latte Lounge,COF001,Specialty Drinks,2.55,2,5.1,1.785,Mon,2022,Jul
CUS6110,44746,Seattle,Capitol Hill,Brew Cafe,SPC001,Coffee Beverages,3.75,1,3.75,1.3125,Mon,2022,Jul
CUS6111,44460,New York,Brooklyn,Beanery,TEA001,Sandwiches ,4,2,8,2.8,Tue,2021,Sep
CUS6112,44402,Seattle,Capitol Hill,Brew Cafe,CLD001,Snacks,3.25,1,3.25,1.1375,Sun,2021,Jul
CUS6113,44980,Chicago,Michigan Avenue,Magnificent Mile Cafe,COF001,Coffee Beverages,4.25,1,4.25,1.4875,Thu,2023,Feb
CUS6114,44643,New York,Central Park,TSQ Brew,SPC001,Coffee Beverages,0.8,2,1.6,0.56,Wed,2022,Mar
CUS6115,44238,Los Angeles,Hollywood Hills,Hills Cafe,SKT001,Desserts,3,1,3,1.05,Thu,2021,Feb
CUS6116,45053,Chicago,Madison Street,Park Brew,COF001,Snacks,3.5,1,3.5,1.225,Sun,2023,May
CUS6117,44691,New York,Central Park,TSQ Brew,SND001,Specialty Drinks,3,1,3,1.05,Tue,2022,May
CUS6118,44501,Seattle,Pike Place,Perk Café,CLD001,Snacks,3.75,1,3.75,1.3125,Mon,2021,Nov
CUS6119,44617,Los Angeles,Venice Beach,Beach Cafe,CLD001,Sandwiches ,2.2,2,4.4,1.54,Fri,2022,Feb
CUS6120,44777,New York,Central Park,TSQ Brew,TEA001,Snacks,2.5,1,2.5,0.875,Thu,2022,Aug
CUS6121,44412,Los Angeles,Capitol Hill,Espresso,SND001,Cold Drinks,3,1,3,1.05,Wed,2021,Aug
CUS6122,45129,Los Angeles,Venice Beach,Coffee House,TEA001,Coffee Beverages,4,2,8,2.8,Sat,2023,Jul
CUS6123,44202,Chicago,Madison Street,Park Brew,SND001,Sandwiches ,3,2,6,2.1,Wed,2021,Jan
CUS6124,44539,Chicago,Madison Street,Park Brew,CLD001,Desserts,3.5,1,3.5,1.225,Thu,2021,Dec
CUS6125,44863,New York,Brooklyn,Sip & Savor,SKT001,Coffee Beverages,3,2,6,2.1,Sat,2022,Oct
CUS6126,44700,Chicago,Michigan Avenue,Magnificent Mile Cafe,SPC001,Tea Beverages,3.75,1,3.75,1.3125,Thu,2022,May
CUS6127,45020,New York,Central Park,TSQ Brew,DES001,Coffee Beverages,3.75,1,3.75,1.3125,Tue,2023,Apr
CUS6128,44787,Austin,Central Park,Suburban Sip Spot,SND001,Sandwiches ,0.8,1,0.8,0.28,Sun,2022,Aug
CUS6129,44973,Los Angeles,Venice Beach,Beach Cafe,COF001,Coffee Beverages,4.5,1,4.5,1.575,Thu,2023,Feb
CUS6130,44281,Chicago,Michigan Avenue,Magnificent Mile Cafe,SND001,Cold Drinks,2.5,2,5,1.75,Fri,2021,Mar
CUS6131,45289,Chicago,Michigan Avenue,Loop Latte Lounge,DES001,Cold Drinks,2.55,2,5.1,1.785,Fri,2023,Dec
CUS6132,44851,Seattle,Pike Place,Perk Café,SKT001,Sandwiches ,2.5,1,2.5,0.875,Mon,2022,Oct
CUS6133,45246,Chicago,Madison Street,Park Brew,TEA001,Coffee Beverages,2.55,1,2.55,0.8925,Thu,2023,Nov
CUS6134,44702,Seattle,Capitol Hill,Brew Cafe,COF001,Cold Drinks,3.5,1,3.5,1.225,Sat,2022,May
CUS6135,44581,Los Angeles,Hollywood Hills,Hills Cafe,SND001,Sandwiches ,2.5,2,5,1.75,Thu,2022,Jan
CUS6136,44894,Chicago,Madison Street,Park Roaste,DES001,Sandwiches ,3.1,2,6.2,2.17,Tue,2022,Nov
CUS6137,44763,Chicago,Madison Street,Park Roaste,SPC001,Specialty Drinks,2,1,2,0.7,Thu,2022,Jul
CUS6138,45118,Austin,Central Park,Delight Café,COF001,Desserts,3.75,1,3.75,1.3125,Tue,2023,Jul
CUS6139,44882,Seattle,Capitol Hill,Brew Cafe,SPC001,Desserts,2.5,1,2.5,0.875,Thu,2022,Nov
CUS6140,45040,Chicago,Madison Street,Park Brew,TEA001,Coffee Beverages,3,1,3,1.05,Mon,2023,Apr
CUS6141,44827,Chicago,Madison Street,Park Roaste,TEA001,Sandwiches ,3,1,3,1.05,Fri,2022,Sep
CUS6142,45121,New York,Central Park,C P Coffee ,CLD001,Tea Beverages,3,1,3,1.05,Fri,2023,Jul
CUS6143,44260,Los Angeles,Hollywood Hills,Hills Cafe,DES001,Snacks,3,2,6,2.1,Fri,2021,Mar
CUS6144,44746,New York,Brooklyn,Sip & Savor,DES001,Snacks,3.75,1,3.75,1.3125,Mon,2022,Jul
CUS6145,44541,Los Angeles,Capitol Hill,Espresso,COF001,Tea Beverages,3.75,2,7.5,2.625,Sat,2021,Dec
CUS6146,44658,Los Angeles,Hollywood Hills,Hills Cafe,SND001,Coffee Beverages,3,2,6,2.1,Thu,2022,Apr
CUS6147,44646,Los Angeles,Venice Beach,Beach Cafe,SKT001,Coffee Beverages,2.45,2,4.9,1.715,Sat,2022,Mar
CUS6148,45097,Chicago,Michigan Avenue,Loop Latte Lounge,CLD001,Desserts,2.5,1,2.5,0.875,Tue,2023,Jun
CUS6149,44320,Seattle,Pike Place,Perk Café,SKT001,Sandwiches ,2.5,1,2.5,0.875,Tue,2021,May
CUS6150,45261,New York,Central Park,TSQ Brew,SKT001,Desserts,3.75,1,3.75,1.3125,Fri,2023,Dec
CUS6151,44665,Seattle,Capitol Hill,Brew Cafe,DES001,Coffee Beverages,2,2,4,1.4,Thu,2022,Apr
CUS6152,44764,Chicago,Madison Street,Park Brew,COF001,Coffee Beverages,2.5,2,5,1.75,Fri,2022,Jul
CUS6153,45030,Seattle,Capitol Hill,Brew Cafe,DES001,Desserts,3.75,1,3.75,1.3125,Fri,2023,Apr
CUS6154,45248,Seattle,Pike Place,Perk Café,COF001,Coffee Beverages,0.8,1,0.8,0.28,Sat,2023,Nov
CUS6155,44786,Los Angeles,Hollywood Hills,Hills Cafe,DES001,Desserts,3.5,2,7,2.45,Sat,2022,Aug
CUS6156,44416,New York,Central Park,C P Coffee ,CLD001,Cold Drinks,3,1,3,1.05,Sun,2021,Aug
CUS6157,44955,New York,Central Park,C P Coffee ,TEA001,Specialty Drinks,3,1,3,1.05,Sun,2023,Jan
CUS6158,44369,Chicago,Madison Street,Park Brew,TEA001,Tea Beverages,2.45,1,2.45,0.8575,Tue,2021,Jun
CUS6159,44209,Austin,Zilker Park,Lakeside Brew ,SKT001,Desserts,3.75,2,7.5,2.625,Wed,2021,Jan
CUS6160,45249,Austin,Central Park,Suburban Sip Spot,SND001,Sandwiches ,3.1,1,3.1,1.085,Sun,2023,Nov
CUS6161,44959,Los Angeles,Hollywood Hills,Hills Cafe,DES001,Specialty Drinks,4,1,4,1.4,Thu,2023,Feb
CUS6162,44708,New York,Brooklyn,Sip & Savor,CLD001,Tea Beverages,4.25,1,4.25,1.4875,Fri,2022,May
CUS6163,44876,Chicago,Madison Street,Park Roaste,SPC001,Cold Drinks,0.8,1,0.8,0.28,Fri,2022,Nov
CUS6164,45124,Los Angeles,Capitol Hill,Espresso,COF001,Desserts,3,1,3,1.05,Mon,2023,Jul
CUS6165,44603,Chicago,Michigan Avenue,Magnificent Mile Cafe,SND001,Sandwiches ,3.1,2,6.2,2.17,Fri,2022,Feb
CUS6166,44974,Chicago,Madison Street,Park Roaste,DES001,Desserts,4.25,2,8.5,2.975,Fri,2023,Feb
CUS6167,45261,Austin,Central Park,Suburban Sip Spot,DES001,Sandwiches ,0.8,1,0.8,0.28,Fri,2023,Dec
CUS6168,45164,Los Angeles,Venice Beach,Beach Cafe,CLD001,Cold Drinks,3.1,1,3.1,1.085,Sat,2023,Aug
CUS6169,44324,Los Angeles,Hollywood Hills,Hills Cafe,SKT001,Desserts,9.25,1,9.25,3.2375,Sat,2021,May
CUS6170,44957,Austin,Central Park,Delight Café,COF001,Cold Drinks,3,1,3,1.05,Tue,2023,Jan
CUS6171,44677,New York,Central Park,C P Coffee ,DES001,Sandwiches ,2.2,2,4.4,1.54,Tue,2022,Apr
CUS6172,44998,Chicago,Madison Street,Park Roaste,TEA001,Sandwiches ,2.5,2,5,1.75,Mon,2023,Mar
CUS6173,44385,Los Angeles,Hollywood Hills,Hills Cafe,SKT001,Desserts,2.5,2,5,1.75,Thu,2021,Jul
CUS6174,44988,Seattle,Capitol Hill,Brew Cafe,DES001,Coffee Beverages,3.25,1,3.25,1.1375,Fri,2023,Mar
CUS6175,44489,Austin,Zilker Park,Lakeside Brew ,TEA001,Coffee Beverages,22.5,1,22.5,7.875,Wed,2021,Oct
CUS6176,44694,Chicago,Michigan Avenue,Magnificent Mile Cafe,SKT001,Snacks,4,1,4,1.4,Fri,2022,May
CUS6177,44840,New York,Brooklyn,Sip & Savor,SKT001,Cold Drinks,2.5,1,2.5,0.875,Thu,2022,Oct
CUS6178,44799,Chicago,Madison Street,Park Roaste,SND001,Coffee Beverages,3,1,3,1.05,Fri,2022,Aug
CUS6179,44231,Chicago,Madison Street,Park Brew,DES001,Specialty Drinks,2.5,1,2.5,0.875,Thu,2021,Feb
CUS6180,44264,Chicago,Michigan Avenue,Magnificent Mile Cafe,SKT001,Desserts,3,1,3,1.05,Tue,2021,Mar
CUS6181,44563,Austin,Central Park,Suburban Sip Spot,SKT001,Coffee Beverages,2.5,1,2.5,0.875,Sun,2022,Jan
CUS6182,44667,Los Angeles,Venice Beach,Coffee House,CLD001,Snacks,7.6,1,7.6,2.66,Sat,2022,Apr
CUS6183,44860,Los Angeles,Venice Beach,Beach Cafe,COF001,Cold Drinks,3.1,2,6.2,2.17,Wed,2022,Oct
CUS6184,45120,Los Angeles,Capitol Hill,Espresso,SND001,Snacks,2,2,4,1.4,Thu,2023,Jul
CUS6185,44538,New York,Central Park,C P Coffee ,CLD001,Specialty Drinks,2.5,2,5,1.75,Wed,2021,Dec
CUS6186,44713,Austin,Central Park,Delight Café,SPC001,Cold Drinks,3.25,1,3.25,1.1375,Wed,2022,Jun
CUS6187,45142,Chicago,Madison Street,Park Brew,SPC001,Tea Beverages,4,2,8,2.8,Fri,2023,Aug
CUS6188,44478,Los Angeles,Venice Beach,Beach Cafe,COF001,Desserts,3,2,6,2.1,Sat,2021,Oct
CUS6189,44456,Seattle,Capitol Hill,Brew Cafe,SPC001,Snacks,3.5,1,3.5,1.225,Fri,2021,Sep
CUS6190,44256,Austin,Central Park,Suburban Sip Spot,TEA001,Snacks,3,1,3,1.05,Mon,2021,Mar
CUS6191,45193,Los Angeles,Venice Beach,Coffee House,DES001,Desserts,3.5,1,3.5,1.225,Sun,2023,Sep
CUS6192,44567,Austin,Central Park,Delight Café,SND001,Coffee Beverages,3,1,3,1.05,Thu,2022,Jan
CUS6193,44742,New York,Central Park,C P Coffee ,SND001,Sandwiches ,4.25,2,8.5,2.975,Thu,2022,Jun
CUS6194,44368,New York,Brooklyn,Beanery,SPC001,Sandwiches ,0.8,2,1.6,0.56,Mon,2021,Jun
CUS6195,44729,Austin,Central Park,Delight Café,SND001,Coffee Beverages,3.5,1,3.5,1.225,Fri,2022,Jun
CUS6196,44448,Seattle,Pike Place,Perk Café,SPC001,Coffee Beverages,3,1,3,1.05,Thu,2021,Sep
CUS6197,45080,Seattle,Capitol Hill,Brew Cafe,SKT001,Snacks,3,1,3,1.05,Sat,2023,Jun
CUS6198,44881,Seattle,Capitol Hill,Brew Cafe,CLD001,Sandwiches ,2.5,1,2.5,0.875,Wed,2022,Nov
CUS6199,45279,Los Angeles,Hollywood Hills,Hills Cafe,SND001,Coffee Beverages,3,1,3,1.05,Tue,2023,Dec
CUS6200,45103,Los Angeles,Venice Beach,Coffee House,COF001,Sandwiches ,3,1,3,1.05,Mon,2023,Jun
CUS6201,44604,Seattle,Capitol Hill,Brew Cafe,DES001,Coffee Beverages,3,2,6,2.1,Sat,2022,Feb
CUS6202,44469,New York,Brooklyn,Sip & Savor,COF001,Coffee Beverages,3.75,2,7.5,2.625,Thu,2021,Sep
CUS6203,45208,Seattle,Capitol Hill,Brew Cafe,SND001,Coffee Beverages,3,2,6,2.1,Mon,2023,Oct
CUS6204,44869,Chicago,Michigan Avenue,Magnificent Mile Cafe,CLD001,Cold Drinks,3.1,2,6.2,2.17,Fri,2022,Nov
CUS6205,44860,Los Angeles,Hollywood Hills,Hills Cafe,SND001,Cold Drinks,3,2,6,2.1,Wed,2022,Oct
CUS6206,44706,Los Angeles,Capitol Hill,Espresso,SND001,Snacks,3.1,2,6.2,2.17,Wed,2022,May
CUS6207,45032,Los Angeles,Venice Beach,Beach Cafe,DES001,Tea Beverages,3,1,3,1.05,Sun,2023,Apr
CUS6208,44899,New York,Brooklyn,Sip & Savor,SKT001,Cold Drinks,2.5,1,2.5,0.875,Sun,2022,Dec
CUS6209,44849,Chicago,Michigan Avenue,Magnificent Mile Cafe,DES001,Cold Drinks,4.5,2,9,3.15,Sat,2022,Oct
CUS6210,44740,Chicago,Madison Street,Park Roaste,TEA001,Desserts,3.25,1,3.25,1.1375,Tue,2022,Jun
CUS6211,45270,Los Angeles,Capitol Hill,Espresso,DES001,Sandwiches ,3,2,6,2.1,Sun,2023,Dec
CUS6212,45128,Austin,Zilker Park,Lakeside Brew ,TEA001,Tea Beverages,45,1,45,15.75,Fri,2023,Jul
CUS6213,44421,Seattle,Capitol Hill,Brew Cafe,SPC001,Cold Drinks,2.5,1,2.5,0.875,Fri,2021,Aug
CUS6214,44911,Chicago,Madison Street,Park Brew,TEA001,Tea Beverages,2.2,1,2.2,0.77,Fri,2022,Dec
CUS6215,44799,Austin,Central Park,Delight Café,SPC001,Cold Drinks,3.75,1,3.75,1.3125,Fri,2022,Aug
CUS6216,44686,Seattle,Pike Place,Perk Café,SND001,Tea Beverages,3,1,3,1.05,Thu,2022,May
CUS6217,44981,Austin,Central Park,Suburban Sip Spot,TEA001,Sandwiches ,3,2,6,2.1,Fri,2023,Feb
CUS6218,45039,New York,Brooklyn,Beanery,COF001,Tea Beverages,3.75,2,7.5,2.625,Sun,2023,Apr
CUS6219,44375,Chicago,Madison Street,Park Brew,TEA001,Cold Drinks,0.8,1,0.8,0.28,Mon,2021,Jun
CUS6220,44868,New York,Brooklyn,Sip & Savor,SND001,Specialty Drinks,8.95,1,8.95,3.1325,Thu,2022,Nov
CUS6221,44576,Austin,Central Park,Suburban Sip Spot,SND001,Snacks,3,2,6,2.1,Sat,2022,Jan
CUS6222,44355,Los Angeles,Capitol Hill,Espresso,TEA001,Desserts,3,1,3,1.05,Tue,2021,Jun
CUS6223,44613,Austin,Central Park,Suburban Sip Spot,CLD001,Coffee Beverages,2.5,1,2.5,0.875,Mon,2022,Feb
CUS6224,44384,New York,Brooklyn,Beanery,COF001,Desserts,2.5,2,5,1.75,Wed,2021,Jul
CUS6225,45058,Austin,Central Park,Delight Café,CLD001,Snacks,2.5,2,5,1.75,Fri,2023,May
CUS6226,44383,New York,Brooklyn,Beanery,COF001,Sandwiches ,2.5,1,2.5,0.875,Tue,2021,Jul
CUS6227,44719,New York,Central Park,C P Coffee ,SPC001,Coffee Beverages,4.5,1,4.5,1.575,Tue,2022,Jun
CUS6228,44948,Austin,Central Park,Suburban Sip Spot,SND001,Specialty Drinks,3.1,2,6.2,2.17,Sun,2023,Jan
CUS6229,44335,Seattle,Pike Place,Perk Café,SPC001,Snacks,3.5,1,3.5,1.225,Wed,2021,May
CUS6230,44512,New York,Brooklyn,Sip & Savor,SKT001,Specialty Drinks,3.1,1,3.1,1.085,Fri,2021,Nov
CUS6231,44622,Los Angeles,Capitol Hill,Espresso,CLD001,Desserts,2,1,2,0.7,Wed,2022,Mar
CUS6232,44569,Chicago,Michigan Avenue,Magnificent Mile Cafe,SPC001,Cold Drinks,4.25,1,4.25,1.4875,Sat,2022,Jan
CUS6233,44916,Seattle,Capitol Hill,Brew Cafe,TEA001,Tea Beverages,0.8,2,1.6,0.56,Wed,2022,Dec
CUS6234,45139,Chicago,Michigan Avenue,Magnificent Mile Cafe,DES001,Tea Beverages,2.5,2,5,1.75,Tue,2023,Aug
CUS6235,44268,Chicago,Madison Street,Park Roaste,SND001,Specialty Drinks,3.75,1,3.75,1.3125,Sat,2021,Mar
CUS6236,44717,Los Angeles,Capitol Hill,Espresso,COF001,Coffee Beverages,3.75,1,3.75,1.3125,Sun,2022,Jun
CUS6237,45014,Austin,Central Park,Suburban Sip Spot,SND001,Snacks,0.8,2,1.6,0.56,Wed,2023,Mar
CUS6238,44377,Austin,Central Park,Delight Café,DES001,Coffee Beverages,2.5,1,2.5,0.875,Wed,2021,Jun
CUS6239,44906,New York,Central Park,C P Coffee ,CLD001,Cold Drinks,3,1,3,1.05,Sun,2022,Dec
CUS6240,44272,New York,Brooklyn,Beanery,DES001,Coffee Beverages,2.5,2,5,1.75,Wed,2021,Mar
CUS6241,44225,Los Angeles,Venice Beach,Coffee House,SND001,Sandwiches ,3.5,1,3.5,1.225,Fri,2021,Jan
CUS6242,44702,Chicago,Michigan Avenue,Loop Latte Lounge,SND001,Tea Beverages,3.5,1,3.5,1.225,Sat,2022,May
CUS6243,44723,Los Angeles,Capitol Hill,Espresso,SND001,Snacks,3,2,6,2.1,Sat,2022,Jun
CUS6244,44469,Los Angeles,Hollywood Hills,Hills Cafe,SND001,Coffee Beverages,3.5,1,3.5,1.225,Thu,2021,Sep
CUS6245,44937,Chicago,Michigan Avenue,Loop Latte Lounge,SKT001,Snacks,3.5,1,3.5,1.225,Wed,2023,Jan
CUS6246,44427,Los Angeles,Hollywood Hills,Hills Cafe,DES001,Sandwiches ,2.5,2,5,1.75,Thu,2021,Aug
CUS6247,44520,New York,Central Park,C P Coffee ,TEA001,Sandwiches ,3.5,1,3.5,1.225,Sat,2021,Nov
CUS6248,44639,Chicago,Madison Street,Park Roaste,SND001,Snacks,2.5,2,5,1.75,Sat,2022,Mar
CUS6249,45244,Austin,Zilker Park,Lakeside Brew ,CLD001,Desserts,3.5,1,3.5,1.225,Tue,2023,Nov
CUS6250,44395,Chicago,Michigan Avenue,Loop Latte Lounge,SKT001,Sandwiches ,8.95,1,8.95,3.1325,Sun,2021,Jul
CUS6251,44546,Los Angeles,Hollywood Hills,Hills Cafe,SND001,Cold Drinks,2.5,2,5,1.75,Thu,2021,Dec
CUS6252,45208,Seattle,Pike Place,Perk Café,CLD001,Tea Beverages,3.1,1,3.1,1.085,Mon,2023,Oct
CUS6253,45154,Chicago,Madison Street,Park Brew,SKT001,Snacks,2.5,1,2.5,0.875,Wed,2023,Aug
CUS6254,45171,Chicago,Michigan Avenue,Loop Latte Lounge,SPC001,Snacks,2.45,2,4.9,1.715,Sat,2023,Sep
CUS6255,44299,Los Angeles,Capitol Hill,Espresso,SPC001,Specialty Drinks,2.5,1,2.5,0.875,Tue,2021,Apr
CUS6256,44515,Seattle,Capitol Hill,Brew Cafe,CLD001,Desserts,4.25,2,8.5,2.975,Mon,2021,Nov
CUS6257,44665,Los Angeles,Venice Beach,Beach Cafe,SPC001,Cold Drinks,0.8,2,1.6,0.56,Thu,2022,Apr
CUS6258,44867,Austin,Central Park,Delight Café,TEA001,Sandwiches ,2.5,2,5,1.75,Wed,2022,Nov
CUS6259,44608,New York,Central Park,C P Coffee ,SPC001,Tea Beverages,4,1,4,1.4,Wed,2022,Feb
CUS6260,45028,Chicago,Madison Street,Park Brew,SND001,Specialty Drinks,3,2,6,2.1,Wed,2023,Apr
CUS6261,44621,Chicago,Madison Street,Park Roaste,CLD001,Cold Drinks,2.5,2,5,1.75,Tue,2022,Mar
CUS6262,45005,Los Angeles,Hollywood Hills,Hills Cafe,DES001,Sandwiches ,2.5,2,5,1.75,Mon,2023,Mar
CUS6263,44710,Seattle,Pike Place,Perk Café,CLD001,Desserts,9.5,1,9.5,3.325,Sun,2022,May
CUS6264,45017,Chicago,Madison Street,Park Roaste,SPC001,Sandwiches ,3,2,6,2.1,Sat,2023,Apr
CUS6265,44863,New York,Central Park,C P Coffee ,SPC001,Coffee Beverages,2,1,2,0.7,Sat,2022,Oct
CUS6266,45136,Los Angeles,Capitol Hill,Espresso,CLD001,Cold Drinks,3,2,6,2.1,Sat,2023,Jul
CUS6267,44334,New York,Brooklyn,Sip & Savor,SPC001,Cold Drinks,2.5,1,2.5,0.875,Tue,2021,May
CUS6268,44346,Los Angeles,Hollywood Hills,Hills Cafe,SND001,Specialty Drinks,3.75,2,7.5,2.625,Sun,2021,May
CUS6269,44663,New York,Central Park,C P Coffee ,DES001,Snacks,2.5,1,2.5,0.875,Tue,2022,Apr
CUS6270,44736,New York,Brooklyn,Sip & Savor,SKT001,Sandwiches ,3.25,1,3.25,1.1375,Fri,2022,Jun
CUS6271,44541,New York,Brooklyn,Beanery,DES001,Sandwiches ,2.5,2,5,1.75,Sat,2021,Dec
CUS6272,44674,Chicago,Madison Street,Park Roaste,COF001,Coffee Beverages,2,1,2,0.7,Sat,2022,Apr
CUS6273,44508,New York,Brooklyn,Sip & Savor,SND001,Snacks,3.25,1,3.25,1.1375,Mon,2021,Nov
CUS6274,45256,Chicago,Michigan Avenue,Magnificent Mile Cafe,COF001,Tea Beverages,3.75,1,3.75,1.3125,Sun,2023,Nov
CUS6275,44219,Chicago,Madison Street,Park Roaste,SKT001,Sandwiches ,3.1,2,6.2,2.17,Sat,2021,Jan
CUS6276,45244,Chicago,Madison Street,Park Roaste,SPC001,Tea Beverages,3,2,6,2.1,Tue,2023,Nov
CUS6277,44224,New York,Brooklyn,Beanery,SKT001,Tea Beverages,3.75,1,3.75,1.3125,Thu,2021,Jan
CUS6278,44853,New York,Central Park,TSQ Brew,CLD001,Coffee Beverages,3.1,2,6.2,2.17,Wed,2022,Oct
CUS6279,44622,Los Angeles,Hollywood Hills,Hills Cafe,SND001,Cold Drinks,4.5,1,4.5,1.575,Wed,2022,Mar
CUS6280,44965,Austin,Central Park,Delight Café,COF001,Cold Drinks,4.25,2,8.5,2.975,Wed,2023,Feb
CUS6281,44635,Los Angeles,Capitol Hill,Espresso,SKT001,Desserts,0.8,1,0.8,0.28,Tue,2022,Mar
CUS6282,44669,Seattle,Capitol Hill,Brew Cafe,SPC001,Snacks,3.75,1,3.75,1.3125,Mon,2022,Apr
